Entity,Code,Year,Fossil fuels (TWh growth – sub method)
Czechia,CZE,1993,-5.559
Czechia,CZE,1994,-14.226
Czechia,CZE,1995,19.845
Czechia,CZE,1996,15.336
Czechia,CZE,1997,-19.558
Czechia,CZE,1998,-15.425
Czechia,CZE,1999,-21.024
Czechia,CZE,2000,24.928
Czechia,CZE,2001,7.091
Czechia,CZE,2002,-10.81
Czechia,CZE,2003,11.604
Czechia,CZE,2004,10.289
Czechia,CZE,2005,-4.102
Czechia,CZE,2006,5.353
Czechia,CZE,2007,-5.406
Czechia,CZE,2008,-12.683
Czechia,CZE,2009,-25.821
Czechia,CZE,2010,15.215
Czechia,CZE,2011,-15.994
Czechia,CZE,2012,-9.721
Czechia,CZE,2013,-13.272
Czechia,CZE,2014,-9.051
Czechia,CZE,2015,0.847
Czechia,CZE,2016,0.302
Czechia,CZE,2017,9.78
Czechia,CZE,2018,-3.665
Czechia,CZE,2019,-8.1
Denmark,DNK,1966,22.848
Denmark,DNK,1967,1.067
Denmark,DNK,1968,8.555
Denmark,DNK,1969,29.377
Denmark,DNK,1970,14.937
Denmark,DNK,1971,-13.354
Denmark,DNK,1972,12.707
Denmark,DNK,1973,-7.873
Denmark,DNK,1974,-21.156
Denmark,DNK,1975,-3.066
Denmark,DNK,1976,21.21
Denmark,DNK,1977,4.725
Denmark,DNK,1978,3.417
Denmark,DNK,1979,-0.495
Denmark,DNK,1980,-6.206
Denmark,DNK,1981,-23.718
Denmark,DNK,1982,-9.261
Denmark,DNK,1983,-10.021
Denmark,DNK,1984,3.171
Denmark,DNK,1985,24.461
Denmark,DNK,1986,4.564
Denmark,DNK,1987,-8.18
Denmark,DNK,1988,-2.754
Denmark,DNK,1989,-17.014
Denmark,DNK,1990,5.325
Denmark,DNK,1991,30.054
Denmark,DNK,1992,-15.772
Denmark,DNK,1993,12.155
Denmark,DNK,1994,16.927
Denmark,DNK,1995,-4.783
Denmark,DNK,1996,45.563
Denmark,DNK,1997,-29.441
Denmark,DNK,1998,-12.277
Denmark,DNK,1999,-9.04
Denmark,DNK,2000,-13.052
Denmark,DNK,2001,-0.08
Denmark,DNK,2002,-3.231
Denmark,DNK,2003,14.655
Denmark,DNK,2004,-17.772
Denmark,DNK,2005,-9.105
Denmark,DNK,2006,25.335
Denmark,DNK,2007,-16.161
Denmark,DNK,2008,-8.433
Denmark,DNK,2009,-13.687
Denmark,DNK,2010,4.666
Denmark,DNK,2011,-18.468
Denmark,DNK,2012,-18.755
Denmark,DNK,2013,6.243
Denmark,DNK,2014,-12.064
Denmark,DNK,2015,-9.253
Denmark,DNK,2016,3.259
Denmark,DNK,2017,-7.33
Denmark,DNK,2018,0.435
Denmark,DNK,2019,-7.538
Ecuador,ECU,1966,0.349
Ecuador,ECU,1967,0.661
Ecuador,ECU,1968,1.741
Ecuador,ECU,1969,0.621
Ecuador,ECU,1970,2.282
Ecuador,ECU,1971,1.355
Ecuador,ECU,1972,0.713
Ecuador,ECU,1973,1.222
Ecuador,ECU,1974,2.844
Ecuador,ECU,1975,-0.108
Ecuador,ECU,1976,2.234
Ecuador,ECU,1977,4.608
Ecuador,ECU,1978,0.602
Ecuador,ECU,1979,1.457
Ecuador,ECU,1980,7.738
Ecuador,ECU,1981,4.512
Ecuador,ECU,1982,3.914
Ecuador,ECU,1983,-3.416
Ecuador,ECU,1984,0.761
Ecuador,ECU,1985,9.262
Ecuador,ECU,1986,0.77
Ecuador,ECU,1987,0.31
Ecuador,ECU,1988,9.449
Ecuador,ECU,1989,1.998
Ecuador,ECU,1990,2.435
Ecuador,ECU,1991,8.189
Ecuador,ECU,1992,-0.155
Ecuador,ECU,1993,0.782
Ecuador,ECU,1994,5.855
Ecuador,ECU,1995,-1.351
Ecuador,ECU,1996,9.597
Ecuador,ECU,1997,11.742
Ecuador,ECU,1998,0.703
Ecuador,ECU,1999,-12.599
Ecuador,ECU,2000,-7.391
Ecuador,ECU,2001,3.084
Ecuador,ECU,2002,-2.565
Ecuador,ECU,2003,2.777
Ecuador,ECU,2004,7.765
Ecuador,ECU,2005,7.997
Ecuador,ECU,2006,6.208
Ecuador,ECU,2007,1.1
Ecuador,ECU,2008,2.617
Ecuador,ECU,2009,2.684
Ecuador,ECU,2010,17.043
Ecuador,ECU,2011,2.565
Ecuador,ECU,2012,6.36
Ecuador,ECU,2013,8.861
Ecuador,ECU,2014,7.636
Ecuador,ECU,2015,-4.975
Ecuador,ECU,2016,-7.997
Ecuador,ECU,2017,-3.548
Ecuador,ECU,2018,9.526
Ecuador,ECU,2019,-5.096
Egypt,EGY,1966,4.513
Egypt,EGY,1967,-14.296
Egypt,EGY,1968,3.475
Egypt,EGY,1969,-18.67
Egypt,EGY,1970,15.992
Egypt,EGY,1971,1.5
Egypt,EGY,1972,9.96
Egypt,EGY,1973,-5.691
Egypt,EGY,1974,10.754
Egypt,EGY,1975,10.113
Egypt,EGY,1976,20.594
Egypt,EGY,1977,9.486
Egypt,EGY,1978,6.708
Egypt,EGY,1979,16.682
Egypt,EGY,1980,25.363
Egypt,EGY,1981,27.861
Egypt,EGY,1982,27.08
Egypt,EGY,1983,24.621
Egypt,EGY,1984,26.041
Egypt,EGY,1985,13.162
Egypt,EGY,1986,8.361
Egypt,EGY,1987,15.913
Egypt,EGY,1988,11.021
Egypt,EGY,1989,18.555
Egypt,EGY,1990,11.39
Egypt,EGY,1991,5.21
Egypt,EGY,1992,-0.2
Egypt,EGY,1993,3.415
Egypt,EGY,1994,6.03
Egypt,EGY,1995,23.221
Egypt,EGY,1996,22.601
Egypt,EGY,1997,18.379
Egypt,EGY,1998,18.821
Egypt,EGY,1999,31.499
Egypt,EGY,2000,29.817
Egypt,EGY,2001,29.524
Egypt,EGY,2002,10.414
Egypt,EGY,2003,39.415
Egypt,EGY,2004,29.914
Egypt,EGY,2005,33.87
Egypt,EGY,2006,34.487
Egypt,EGY,2007,39.773
Egypt,EGY,2008,48.44
Egypt,EGY,2009,36.461
Egypt,EGY,2010,46.207
Egypt,EGY,2011,13.497
Egypt,EGY,2012,47.097
Egypt,EGY,2013,-6.782
Egypt,EGY,2014,-2.067
Egypt,EGY,2015,21.211
Egypt,EGY,2016,50.945
Egypt,EGY,2017,30.022
Egypt,EGY,2018,17.904
Egypt,EGY,2019,-15.867
Estonia,EST,1986,-0.57
Estonia,EST,1987,1.783
Estonia,EST,1988,-2.033
Estonia,EST,1989,3.592
Estonia,EST,1990,-0.808
Estonia,EST,1991,-11.766
Estonia,EST,1992,-29.935
Estonia,EST,1993,-16.28
Estonia,EST,1994,0.64
Estonia,EST,1995,-4.22
Estonia,EST,1996,3.2
Estonia,EST,1997,-0.687
Estonia,EST,1998,-3.963
Estonia,EST,1999,-4.781
Estonia,EST,2000,1.218
Estonia,EST,2001,2.134
Estonia,EST,2002,-0.383
Estonia,EST,2003,4.798
Estonia,EST,2004,2.681
Estonia,EST,2005,-1.094
Estonia,EST,2006,-1.035
Estonia,EST,2007,8.135
Estonia,EST,2008,-3.272
Estonia,EST,2009,-8.268
Estonia,EST,2010,10.935
Estonia,EST,2011,1.855
Estonia,EST,2012,0.1
Estonia,EST,2013,3.284
Estonia,EST,2014,-2.308
Estonia,EST,2015,-5.26
Estonia,EST,2016,0.476
Estonia,EST,2017,5.094
Estonia,EST,2018,5.773
Estonia,EST,2019,-16.228
Europe,,1966,289.506
Europe,,1967,363.089
Europe,,1968,830.846
Europe,,1969,1009.517
Europe,,1970,918.949
Europe,,1971,403.92
Europe,,1972,698.35
Europe,,1973,953.66
Europe,,1974,-372.157
Europe,,1975,-286.78
Europe,,1976,1042.287
Europe,,1977,19.831
Europe,,1978,675.529
Europe,,1979,613.557
Europe,,1980,-570.482
Europe,,1981,-764.964
Europe,,1982,-443.832
Europe,,1983,-40.236
Europe,,1984,172.13
Europe,,1985,3364.883
Europe,,1986,320.541
Europe,,1987,283.593
Europe,,1988,-64.94
Europe,,1989,0.218
Europe,,1990,174.584
Europe,,1991,-458.339
Europe,,1992,-795.116
Europe,,1993,-640.704
Europe,,1994,-500.631
Europe,,1995,346.374
Europe,,1996,531.747
Europe,,1997,-224.718
Europe,,1998,163.174
Europe,,1999,-153.794
Europe,,2000,166.796
Europe,,2001,218.176
Europe,,2002,-24.132
Europe,,2003,493.204
Europe,,2004,159.162
Europe,,2005,104.196
Europe,,2006,198.943
Europe,,2007,-186.877
Europe,,2008,-277.82
Europe,,2009,-1421.68
Europe,,2010,537.757
Europe,,2011,-484.539
Europe,,2012,-332.71
Europe,,2013,-410.362
Europe,,2014,-974.345
Europe,,2015,103.4
Europe,,2016,337.932
Europe,,2017,242.524
Europe,,2018,-236.094
Europe,,2019,-389.25
Finland,FIN,1966,12.924
Finland,FIN,1967,3.195
Finland,FIN,1968,15.151
Finland,FIN,1969,20.045
Finland,FIN,1970,14.485
Finland,FIN,1971,1.453
Finland,FIN,1972,11.019
Finland,FIN,1973,19.477
Finland,FIN,1974,-15.118
Finland,FIN,1975,4.773
Finland,FIN,1976,20.853
Finland,FIN,1977,-2.579
Finland,FIN,1978,14.326
Finland,FIN,1979,6.956
Finland,FIN,1980,-0.043
Finland,FIN,1981,-29.132
Finland,FIN,1982,-7.611
Finland,FIN,1983,-6.643
Finland,FIN,1984,8.727
Finland,FIN,1985,15.561
Finland,FIN,1986,3.067
Finland,FIN,1987,9.515
Finland,FIN,1988,-0.45
Finland,FIN,1989,3.593
Finland,FIN,1990,10.975
Finland,FIN,1991,-0.377
Finland,FIN,1992,-6.369
Finland,FIN,1993,3.76
Finland,FIN,1994,21.777
Finland,FIN,1995,-19.42
Finland,FIN,1996,19.246
Finland,FIN,1997,-6.417
Finland,FIN,1998,-2.967
Finland,FIN,1999,-0.851
Finland,FIN,2000,-2.166
Finland,FIN,2001,13.033
Finland,FIN,2002,10.421
Finland,FIN,2003,28.297
Finland,FIN,2004,-20.67
Finland,FIN,2005,-30.089
Finland,FIN,2006,29.244
Finland,FIN,2007,-6.698
Finland,FIN,2008,-21.439
Finland,FIN,2009,-11.868
Finland,FIN,2010,26.091
Finland,FIN,2011,-26.324
Finland,FIN,2012,-20.905
Finland,FIN,2013,8.527
Finland,FIN,2014,-15.88
Finland,FIN,2015,-11.73
Finland,FIN,2016,12.361
Finland,FIN,2017,-11.611
Finland,FIN,2018,3.451
Finland,FIN,2019,-14.279
France,FRA,1966,13.25
France,FRA,1967,103.438
France,FRA,1968,60.577
France,FRA,1969,144.372
France,FRA,1970,124.91
France,FRA,1971,84.378
France,FRA,1972,114.048
France,FRA,1973,174.647
France,FRA,1974,-64.15
France,FRA,1975,-144.767
France,FRA,1976,171.181
France,FRA,1977,-59.839
France,FRA,1978,85.088
France,FRA,1979,45.5
France,FRA,1980,-98.022
France,FRA,1981,-155.348
France,FRA,1982,-89.843
France,FRA,1983,-42.293
France,FRA,1984,-46.451
France,FRA,1985,-6.87
France,FRA,1986,-27.149
France,FRA,1987,-10.637
France,FRA,1988,-12.712
France,FRA,1989,39.932
France,FRA,1990,29.532
France,FRA,1991,106.686
France,FRA,1992,-30.236
France,FRA,1993,-71.644
France,FRA,1994,-54.334
France,FRA,1995,33.444
France,FRA,1996,69.711
France,FRA,1997,-30.201
France,FRA,1998,94.247
France,FRA,1999,3.9
France,FRA,2000,-3.123
France,FRA,2001,5.733
France,FRA,2002,-27.906
France,FRA,2003,32.635
France,FRA,2004,11.997
France,FRA,2005,0.423
France,FRA,2006,-31.358
France,FRA,2007,-35.995
France,FRA,2008,-13.519
France,FRA,2009,-74.04
France,FRA,2010,22.298
France,FRA,2011,-106.361
France,FRA,2012,-2.675
France,FRA,2013,0.595
France,FRA,2014,-136.777
France,FRA,2015,25.968
France,FRA,2016,29.144
France,FRA,2017,18.5
France,FRA,2018,-33.55
France,FRA,2019,-20.725
Germany,DEU,1966,3.38
Germany,DEU,1967,-7.687
Germany,DEU,1968,198.717
Germany,DEU,1969,249.787
Germany,DEU,1970,172.588
Germany,DEU,1971,45.131
Germany,DEU,1972,117.966
Germany,DEU,1973,203.706
Germany,DEU,1974,-83.2
Germany,DEU,1975,-179.367
Germany,DEU,1976,246.039
Germany,DEU,1977,-53.921
Germany,DEU,1978,135.025
Germany,DEU,1979,207.025
Germany,DEU,1980,-157.375
Germany,DEU,1981,-162.199
Germany,DEU,1982,-169.437
Germany,DEU,1983,49.56
Germany,DEU,1984,74.344
Germany,DEU,1985,29.129
Germany,DEU,1986,-15.833
Germany,DEU,1987,-0.142
Germany,DEU,1988,-28.096
Germany,DEU,1989,-54.321
Germany,DEU,1990,-37.971
Germany,DEU,1991,-83.465
Germany,DEU,1992,-122.623
Germany,DEU,1993,-5.02
Germany,DEU,1994,-36.409
Germany,DEU,1995,6.091
Germany,DEU,1996,115.747
Germany,DEU,1997,-81.411
Germany,DEU,1998,-14.899
Germany,DEU,1999,-89
Germany,DEU,2000,-1.103
Germany,DEU,2001,68.605
Germany,DEU,2002,-52.325
Germany,DEU,2003,-3
Germany,DEU,2004,-38.246
Germany,DEU,2005,-58.555
Germany,DEU,2006,52.362
Germany,DEU,2007,-146.51
Germany,DEU,2008,11.777
Germany,DEU,2009,-207.452
Germany,DEU,2010,116.097
Germany,DEU,2011,-101.86
Germany,DEU,2012,19.895
Germany,DEU,2013,94.84
Germany,DEU,2014,-184.241
Germany,DEU,2015,17.971
Germany,DEU,2016,80.967
Germany,DEU,2017,3.256
Germany,DEU,2018,-112.93
Germany,DEU,2019,-126.53
Greece,GRC,1966,4.757
Greece,GRC,1967,8.955
Greece,GRC,1968,4.604
Greece,GRC,1969,3.552
Greece,GRC,1970,9.923
Greece,GRC,1971,22.223
Greece,GRC,1972,16.81
Greece,GRC,1973,24.76
Greece,GRC,1974,-4.362
Greece,GRC,1975,24.333
Greece,GRC,1976,21.186
Greece,GRC,1977,7.989
Greece,GRC,1978,0.84
Greece,GRC,1979,-29.855
Greece,GRC,1980,-1.453
Greece,GRC,1981,-4.596
Greece,GRC,1982,2.21
Greece,GRC,1983,4.726
Greece,GRC,1984,7.295
Greece,GRC,1985,11.941
Greece,GRC,1986,-0.802
Greece,GRC,1987,22.043
Greece,GRC,1988,14.744
Greece,GRC,1989,22.847
Greece,GRC,1990,15.041
Greece,GRC,1991,-1.419
Greece,GRC,1992,6.852
Greece,GRC,1993,4.337
Greece,GRC,1994,4.436
Greece,GRC,1995,8.529
Greece,GRC,1996,6.392
Greece,GRC,1997,10.291
Greece,GRC,1998,21.381
Greece,GRC,1999,-3.274
Greece,GRC,2000,21.192
Greece,GRC,2001,7.067
Greece,GRC,2002,-0.147
Greece,GRC,2003,13.276
Greece,GRC,2004,0.68
Greece,GRC,2005,1.047
Greece,GRC,2006,9.764
Greece,GRC,2007,15.964
Greece,GRC,2008,-17.919
Greece,GRC,2009,-19.809
Greece,GRC,2010,-25.729
Greece,GRC,2011,-3.088
Greece,GRC,2012,-25.205
Greece,GRC,2013,-29.324
Greece,GRC,2014,-13.752
Greece,GRC,2015,-4.594
Greece,GRC,2016,-5.072
Greece,GRC,2017,19.413
Greece,GRC,2018,-7.306
Greece,GRC,2019,-2.78
Hong Kong,HKG,1966,2.224
Hong Kong,HKG,1967,5.167
Hong Kong,HKG,1968,2.735
Hong Kong,HKG,1969,6.372
Hong Kong,HKG,1970,3.182
Hong Kong,HKG,1971,2.578
Hong Kong,HKG,1972,6.594
Hong Kong,HKG,1973,2.048
Hong Kong,HKG,1974,1.355
Hong Kong,HKG,1975,-3.43
Hong Kong,HKG,1976,9.964
Hong Kong,HKG,1977,5.193
Hong Kong,HKG,1978,2.733
Hong Kong,HKG,1979,1.746
Hong Kong,HKG,1980,1.633
Hong Kong,HKG,1981,5.013
Hong Kong,HKG,1982,7.941
Hong Kong,HKG,1983,5.393
Hong Kong,HKG,1984,2.32
Hong Kong,HKG,1985,3.705
Hong Kong,HKG,1986,4.823
Hong Kong,HKG,1987,10.429
Hong Kong,HKG,1988,17.63
Hong Kong,HKG,1989,9.21
Hong Kong,HKG,1990,-3.502
Hong Kong,HKG,1991,5.032
Hong Kong,HKG,1992,25.54
Hong Kong,HKG,1993,15.573
Hong Kong,HKG,1994,-17.409
Hong Kong,HKG,1995,12.588
Hong Kong,HKG,1996,-0.09
Hong Kong,HKG,1997,2.102
Hong Kong,HKG,1998,3.541
Hong Kong,HKG,1999,2.388
Hong Kong,HKG,2000,8.854
Hong Kong,HKG,2001,51.945
Hong Kong,HKG,2002,-5.988
Hong Kong,HKG,2003,7.973
Hong Kong,HKG,2004,30.122
Hong Kong,HKG,2005,-11.436
Hong Kong,HKG,2006,15.66
Hong Kong,HKG,2007,18.262
Hong Kong,HKG,2008,-21.161
Hong Kong,HKG,2009,26.004
Hong Kong,HKG,2010,12.149
Hong Kong,HKG,2011,7.875
Hong Kong,HKG,2012,-12.585
Hong Kong,HKG,2013,8.473
Hong Kong,HKG,2014,-7.432
Hong Kong,HKG,2015,8.903
Hong Kong,HKG,2016,8.601
Hong Kong,HKG,2017,24.295
Hong Kong,HKG,2018,2.258
Hong Kong,HKG,2019,-16.923
Hungary,HUN,1966,2.414
Hungary,HUN,1967,-8.517
Hungary,HUN,1968,6.693
Hungary,HUN,1969,13.139
Hungary,HUN,1970,15.398
Hungary,HUN,1971,6.934
Hungary,HUN,1972,7.14
Hungary,HUN,1973,18.943
Hungary,HUN,1974,7.627
Hungary,HUN,1975,14.715
Hungary,HUN,1976,18.43
Hungary,HUN,1977,14.872
Hungary,HUN,1978,21.091
Hungary,HUN,1979,-3.19
Hungary,HUN,1980,1.068
Hungary,HUN,1981,-3.423
Hungary,HUN,1982,1.439
Hungary,HUN,1983,-12.519
Hungary,HUN,1984,4.791
Hungary,HUN,1985,2.74
Hungary,HUN,1986,-4.232
Hungary,HUN,1987,4.678
Hungary,HUN,1988,-14.975
Hungary,HUN,1989,-9.984
Hungary,HUN,1990,-3.396
Hungary,HUN,1991,-21.155
Hungary,HUN,1992,-18.003
Hungary,HUN,1993,-3.614
Hungary,HUN,1994,3.02
Hungary,HUN,1995,1.88
Hungary,HUN,1996,4.647
Hungary,HUN,1997,-7.571
Hungary,HUN,1998,3.331
Hungary,HUN,1999,0.058
Hungary,HUN,2000,-9.513
Hungary,HUN,2001,8.399
Hungary,HUN,2002,-3.348
Hungary,HUN,2003,9.9
Hungary,HUN,2004,-1.831
Hungary,HUN,2005,12.152
Hungary,HUN,2006,-2.385
Hungary,HUN,2007,-8.486
Hungary,HUN,2008,-7.372
Hungary,HUN,2009,-27.154
Hungary,HUN,2010,4.618
Hungary,HUN,2011,0.059
Hungary,HUN,2012,-19.428
Hungary,HUN,2013,-11.386
Hungary,HUN,2014,-1.342
Hungary,HUN,2015,11.95
Hungary,HUN,2016,3.776
Hungary,HUN,2017,12.592
Hungary,HUN,2018,2.07
Hungary,HUN,2019,-0.049
Iceland,ISL,1966,0.419
Iceland,ISL,1967,-0.193
Iceland,ISL,1968,0.389
Iceland,ISL,1969,-0.53
Iceland,ISL,1970,0.118
Iceland,ISL,1971,0.519
Iceland,ISL,1972,0.454
Iceland,ISL,1973,1.08
Iceland,ISL,1974,-0.531
Iceland,ISL,1975,-0.451
Iceland,ISL,1976,0.033
Iceland,ISL,1977,0.32
Iceland,ISL,1978,0.393
Iceland,ISL,1979,-0.043
Iceland,ISL,1980,-0.46
Iceland,ISL,1981,0.004
Iceland,ISL,1982,-0.613
Iceland,ISL,1983,-0.01
Iceland,ISL,1984,0.474
Iceland,ISL,1985,0.032
Iceland,ISL,1986,0.194
Iceland,ISL,1987,0.332
Iceland,ISL,1988,0.319
Iceland,ISL,1989,0.552
Iceland,ISL,1990,0.114
Iceland,ISL,1991,-0.455
Iceland,ISL,1992,0.407
Iceland,ISL,1993,0.318
Iceland,ISL,1994,0.1
Iceland,ISL,1995,0.161
Iceland,ISL,1996,0.978
Iceland,ISL,1997,-0.148
Iceland,ISL,1998,0.148
Iceland,ISL,1999,0.099
Iceland,ISL,2000,0.486
Iceland,ISL,2001,-0.497
Iceland,ISL,2002,0.358
Iceland,ISL,2003,0.079
Iceland,ISL,2004,0.492
Iceland,ISL,2005,0.127
Iceland,ISL,2006,0.197
Iceland,ISL,2007,0.116
Iceland,ISL,2008,-0.929
Iceland,ISL,2009,-0.779
Iceland,ISL,2010,-0.318
Iceland,ISL,2011,-0.114
Iceland,ISL,2012,-0.065
Iceland,ISL,2013,0.539
Iceland,ISL,2014,0.165
Iceland,ISL,2015,0.932
Iceland,ISL,2016,1.183
Iceland,ISL,2017,1.255
Iceland,ISL,2018,0.745
Iceland,ISL,2019,-1.622
India,IND,1966,16.453
India,IND,1967,12.976
India,IND,1968,35.346
India,IND,1969,65.965
India,IND,1970,-23.486
India,IND,1971,22.882
India,IND,1972,44.511
India,IND,1973,8.323
India,IND,1974,54.958
India,IND,1975,47.927
India,IND,1976,40.578
India,IND,1977,49.975
India,IND,1978,9.261
India,IND,1979,67.681
India,IND,1980,31.588
India,IND,1981,119.867
India,IND,1982,14.915
India,IND,1983,71.764
India,IND,1984,76.46
India,IND,1985,87.543
India,IND,1986,107.639
India,IND,1987,117.074
India,IND,1988,140.59
India,IND,1989,161.055
India,IND,1990,140.871
India,IND,1991,106.294
India,IND,1992,132.647
India,IND,1993,61.494
India,IND,1994,115.002
India,IND,1995,209.305
India,IND,1996,134.777
India,IND,1997,161.703
India,IND,1998,152.971
India,IND,1999,90.299
India,IND,2000,188.96
India,IND,2001,23.606
India,IND,2002,181.339
India,IND,2003,149.712
India,IND,2004,194.464
India,IND,2005,275.555
India,IND,2006,183.975
India,IND,2007,386.061
India,IND,2008,315.652
India,IND,2009,432.949
India,IND,2010,250.818
India,IND,2011,266.133
India,IND,2012,365.122
India,IND,2013,212.173
India,IND,2014,459.778
India,IND,2015,255.618
India,IND,2016,339.351
India,IND,2017,290.514
India,IND,2018,478.046
India,IND,2019,113.153
Indonesia,IDN,1966,-2.24
Indonesia,IDN,1967,-1.861
Indonesia,IDN,1968,3.672
Indonesia,IDN,1969,10.916
Indonesia,IDN,1970,4.974
Indonesia,IDN,1971,3.244
Indonesia,IDN,1972,6.596
Indonesia,IDN,1973,12.853
Indonesia,IDN,1974,8.234
Indonesia,IDN,1975,29.072
Indonesia,IDN,1976,10.251
Indonesia,IDN,1977,52.04
Indonesia,IDN,1978,25.397
Indonesia,IDN,1979,34.346
Indonesia,IDN,1980,19.876
Indonesia,IDN,1981,25.963
Indonesia,IDN,1982,6.028
Indonesia,IDN,1983,18.141
Indonesia,IDN,1984,28.765
Indonesia,IDN,1985,22.684
Indonesia,IDN,1986,39.416
Indonesia,IDN,1987,25.408
Indonesia,IDN,1988,25.089
Indonesia,IDN,1989,49.904
Indonesia,IDN,1990,52.676
Indonesia,IDN,1991,49.483
Indonesia,IDN,1992,58.451
Indonesia,IDN,1993,43.301
Indonesia,IDN,1994,54.242
Indonesia,IDN,1995,51.179
Indonesia,IDN,1996,56.545
Indonesia,IDN,1997,87.483
Indonesia,IDN,1998,-31.921
Indonesia,IDN,1999,89.244
Indonesia,IDN,2000,93.753
Indonesia,IDN,2001,61.729
Indonesia,IDN,2002,60.146
Indonesia,IDN,2003,102.703
Indonesia,IDN,2004,-9.287
Indonesia,IDN,2005,32.24
Indonesia,IDN,2006,23.926
Indonesia,IDN,2007,101.113
Indonesia,IDN,2008,-23.933
Indonesia,IDN,2009,52.218
Indonesia,IDN,2010,140.66
Indonesia,IDN,2011,172.401
Indonesia,IDN,2012,99.068
Indonesia,IDN,2013,70.272
Indonesia,IDN,2014,-137.022
Indonesia,IDN,2015,15.288
Indonesia,IDN,2016,21.738
Indonesia,IDN,2017,75.031
Indonesia,IDN,2018,171.915
Indonesia,IDN,2019,152.071
Iran,IRN,1966,8.427
Iran,IRN,1967,10.258
Iran,IRN,1968,11.218
Iran,IRN,1969,12.086
Iran,IRN,1970,24.829
Iran,IRN,1971,15.358
Iran,IRN,1972,21.99
Iran,IRN,1973,42.27
Iran,IRN,1974,31.963
Iran,IRN,1975,45.832
Iran,IRN,1976,39.573
Iran,IRN,1977,48.829
Iran,IRN,1978,-15.784
Iran,IRN,1979,34.64
Iran,IRN,1980,-33.696
Iran,IRN,1981,-0.626
Iran,IRN,1982,51.646
Iran,IRN,1983,86.77
Iran,IRN,1984,45.265
Iran,IRN,1985,53.926
Iran,IRN,1986,-44.373
Iran,IRN,1987,41.623
Iran,IRN,1988,35.352
Iran,IRN,1989,68.751
Iran,IRN,1990,92.131
Iran,IRN,1991,77.065
Iran,IRN,1992,79.13
Iran,IRN,1993,-81.187
Iran,IRN,1994,124.246
Iran,IRN,1995,57.843
Iran,IRN,1996,88.266
Iran,IRN,1997,48.711
Iran,IRN,1998,37.755
Iran,IRN,1999,92.25
Iran,IRN,2000,72.724
Iran,IRN,2001,77.861
Iran,IRN,2002,121.019
Iran,IRN,2003,31.627
Iran,IRN,2004,155.495
Iran,IRN,2005,126.581
Iran,IRN,2006,171.969
Iran,IRN,2007,153.233
Iran,IRN,2008,116.916
Iran,IRN,2009,81.751
Iran,IRN,2010,-1.208
Iran,IRN,2011,110.441
Iran,IRN,2012,12.252
Iran,IRN,2013,110.052
Iran,IRN,2014,120.133
Iran,IRN,2015,-12.208
Iran,IRN,2016,146.833
Iran,IRN,2017,136.516
Iran,IRN,2018,161.071
Iran,IRN,2019,100.09
Iraq,IRQ,1966,2.302
Iraq,IRQ,1967,0.209
Iraq,IRQ,1968,1.525
Iraq,IRQ,1969,4.217
Iraq,IRQ,1970,7.629
Iraq,IRQ,1971,3.44
Iraq,IRQ,1972,7.415
Iraq,IRQ,1973,-1.389
Iraq,IRQ,1974,-0.966
Iraq,IRQ,1975,4.375
Iraq,IRQ,1976,13.929
Iraq,IRQ,1977,1.693
Iraq,IRQ,1978,-2.889
Iraq,IRQ,1979,15.313
Iraq,IRQ,1980,16.156
Iraq,IRQ,1981,-0.387
Iraq,IRQ,1982,4.234
Iraq,IRQ,1983,10.493
Iraq,IRQ,1984,10.576
Iraq,IRQ,1985,21.792
Iraq,IRQ,1986,15.535
Iraq,IRQ,1987,25.972
Iraq,IRQ,1988,31.267
Iraq,IRQ,1989,26.519
Iraq,IRQ,1990,-23.84
Iraq,IRQ,1991,-67.87
Iraq,IRQ,1992,79.508
Iraq,IRQ,1993,83.515
Iraq,IRQ,1994,47.241
Iraq,IRQ,1995,-9.133
Iraq,IRQ,1996,15.532
Iraq,IRQ,1997,65.184
Iraq,IRQ,1998,-132.378
Iraq,IRQ,1999,-71.024
Iraq,IRQ,2000,65.42
Iraq,IRQ,2001,36.191
Iraq,IRQ,2002,-20.87
Iraq,IRQ,2003,-24.238
Iraq,IRQ,2004,17.285
Iraq,IRQ,2005,-10.613
Iraq,IRQ,2006,6.313
Iraq,IRQ,2007,19.872
Iraq,IRQ,2008,16.479
Iraq,IRQ,2009,39.802
Iraq,IRQ,2010,22.833
Iraq,IRQ,2011,23.555
Iraq,IRQ,2012,24.489
Iraq,IRQ,2013,34.391
Iraq,IRQ,2014,-16.539
Iraq,IRQ,2015,-0.521
Iraq,IRQ,2016,70.705
Iraq,IRQ,2017,-4.751
Iraq,IRQ,2018,26.547
Iraq,IRQ,2019,60.01
Ireland,IRL,1966,8.418
Ireland,IRL,1967,6.501
Ireland,IRL,1968,13.766
Ireland,IRL,1969,0.868
Ireland,IRL,1970,-20.999
Ireland,IRL,1971,3.927
Ireland,IRL,1972,3.74
Ireland,IRL,1973,4.38
Ireland,IRL,1974,1.084
Ireland,IRL,1975,-4.964
Ireland,IRL,1976,1.526
Ireland,IRL,1977,5.139
Ireland,IRL,1978,3.786
Ireland,IRL,1979,9.296
Ireland,IRL,1980,-3.396
Ireland,IRL,1981,-2.502
Ireland,IRL,1982,-0.531
Ireland,IRL,1983,-1.341
Ireland,IRL,1984,-0.745
